name,surname,name_generic
Sandile,Sandile,0
Sandile Sihle,Sandile Sihle,0
Sandiso,Sandiso,0
Sandla,Sandla,0
Sandra,Sandra,0
Sandy,Sandy,0
Sanele,Sanele,0
Sanelisiwe,Sanelisiwe,0
Sanesh,Sanesh,0
Sanet,Sanet,0
Sanette,Sanette,0
Sanjay,Sanjay,0
Sanjeev,Sanjeev,0
Sanjeth,Sanjeth,0
Sanmari,Sanmari,0
Santhosh Kumar,Santhosh Kumar,0
Santie,Santie,0
Santosh,Santosh,0
Sanusha,Sanusha,0
Sanzio,Sanzio,0
SAPGT,SAPGT,0
Sapna,Sapna,0
Sara,Sara,0
Sarah,Sarah,0
Saras,Saras,0
Saraswati,Saraswati,0
Sarel,Sarel,0
Sarie,Sarie,0
Sarina,Sarina,0
Sarona,Sarona,0
Sarrah,Sarrah,0
Sarvesh,Sarvesh,0
Sasa,Sasa,0
Sascha,Sascha,0
Sasha,Sasha,0
Sasha-Lee,Sasha-Lee,0
Sashen,Sashen,0
Sashon,Sashon,0
Sateesh,Sateesh,0
Sathish,Sathish,0
Satish,Satish,0
Saurabh,Saurabh,0
Savannah,Savannah,0
Saveer,Saveer,0
Savio,Savio,0
Sayed,Sayed,0
Saynaaz,Saynaaz,0
Say-Neo,Say-Neo,0
Sbonelo,Sbonelo,0
Sbu,Sbu,0
Sbusiso,Sbusiso,0
Sbuyisiwe,Sbuyisiwe,0
Schalk,Schalk,0
Scherodene,Scherodene,0
SCOM,SCOM,1
Scott,Scott,0
Scotty,Scotty,0
Seakatsie,Seakatsie,0
Sean,Sean,0
Seapei,Seapei,0
Seasebo,Seasebo,0
Seb,Seb,0
Sebabatso,Sebabatso,0
Sebastiaan,Sebastiaan,0
Sebastian,Sebastian,0
Sebego,Sebego,0
Sebenzile,Sebenzile,0
Sebina,Sebina,0
Sebotse,Sebotse,0
Sechaba,Sechaba,0
Sedick,Sedick,0
Seelan,Seelan,0
Seema,Seema,0
Sefako,Sefako,0
Segun,Segun,0
Seif,Seif,0
Seipati,Seipati,0
Sejelo,Sejelo,0
Sekoetjhe,Sekoetjhe,0
Sekoto,Sekoto,0
Selby,Selby,0
Selebalo,Selebalo,0
Selebogo,Selebogo,0
Seleka,Seleka,0
Selina,Selina,0
Selinah,Selinah,0
Sello,Sello,0
Selloane,Selloane,0
Selnado,Selnado,0
Selvan,Selvan,0
Selven,Selven,0
Selvven,Selvven,0
Selwyn,Selwyn,0
semadm,semadm,0
Semano,Semano,0
Semenya,Semenya,0
Semone,Semone,0
Senah,Senah,0
Sene,Sene,0
Senoelo,Senoelo,0
Senter,Senter,0
Senyo,Senyo,0
Senzo,Senzo,0
Seponono,Seponono,0
Serati,Serati,0
Seresha,Seresha,0
Sereshan,Sereshan,0
Sergio,Sergio,0
Serole,Serole,0
Servallyn,Servallyn,0
Serwalo,Serwalo,0
Sesethu,Sesethu,0
Seshan,Seshan,0
Seshni,Seshni,0
Sethabela,Sethabela,0
Sethembelo,Sethembelo,0
Sevana,Sevana,0
Seyi,Seyi,0
Sfundo,Sfundo,0
Sha,Sha,0
Shaakir,Shaakir,0
Shaakira,Shaakira,0
Shaamiel,Shaamiel,0
Shabana,Shabana,0
Shabangu,Shabangu,0
Shabeer,Shabeer,0
Shabnum,Shabnum,0
Shadi,Shadi,0
Shadil,Shadil,0
Shadrack,Shadrack,0
Shadreck,Shadreck,0
Shadrey,Shadrey,0
Shafeeqah,Shafeeqah,0
Shafeequa,Shafeequa,0
Shafeer,Shafeer,0
Shafiek,Shafiek,0
Shafieka,Shafieka,0
Shafin,Shafin,0
Shahana,Shahana,0
Shaharazard,Shaharazard,0
Shahbaz,Shahbaz,0
Shaheed,Shaheed,0
Shaheem,Shaheem,0
Shaheema,Shaheema,0
Shaheen,Shaheen,0
Shahid,Shahid,0
Shahied,Shahied,0
Shailen,Shailen,0
Shaina,Shaina,0
Shaji,Shaji,0
Shakeel,Shakeel,0
Shakeenah,Shakeenah,0
Shakerah,Shakerah,0
Shakes,Shakes,0
Shakira,Shakira,0
Shakirah,Shakirah,0
Shakoor,Shakoor,0
Shalantha,Shalantha,0
Shalendra,Shalendra,0
Shalene,Shalene,0
Shalesia,Shalesia,0
Shallon,Shallon,0
Shalluwan,Shalluwan,0
Shalom,Shalom,0
Shalyn,Shalyn,0
Shama,Shama,0
Shamanie,Shamanie,0
Shameema,Shameema,0
Shameemah,Shameemah,0
Shameer,Shameer,0
Shamia,Shamia,0
Shamiela,Shamiela,0
Shané,Shané,0
Shanaaz,Shanaaz,0
Shanaz,Shanaz,0
Shandon,Shandon,0
Shandrey,Shandrey,0
Shandukani,Shandukani,0
Shane,Shane,0
Shanenin,Shanenin,0
Shani,Shani,0
Shanice,Shanice,0
Shanika,Shanika,0
Shanil,Shanil,0
Shanlee Linda-Ann,Shanlee Linda-Ann,0
Shanna,Shanna,0
Shannon,Shannon,0
Shantall,Shantall,0
Shantel,Shantel,0
Shantell,Shantell,0
Shaquille,Shaquille,0
Sharana,Sharana,0
Shareeka,Shareeka,0
Sharen,Sharen,0
Shareshnee,Shareshnee,0
Sharief,Sharief,0
Sharif,Sharif,0
Sharifa,Sharifa,0
Sharlene,Sharlene,0
Sharmeli,Sharmeli,0
Sharmil,Sharmil,0
Sharmla,Sharmla,0
Sharne,Sharne,0
Sharon,Sharon,0
Sharon Sharmaine,Sharon Sharmaine,0
Sharonn,Sharonn,0
Shash-Lee,Shash-Lee,0
Shatse,Shatse,0
Shaun,Shaun,0
Shaune,Shaune,0
Shaunice,Shaunice,0
Shawn,Shawn,0
Shaydean,Shaydean,0
Shayen,Shayen,0
Shaylen,Shaylen,0
Shaylin,Shaylin,0
She-Earl,She-Earl,0
Sheena,Sheena,0
Sheetal,Sheetal,0
Sheila,Sheila,0
Sheilah,Sheilah,0
Sheldon,Sheldon,0
Shelley,Shelley,0
Shelly,Shelly,0
Shelton,Shelton,0
Shenaaz,Shenaaz,0
Shennaz,Shennaz,0
Shepherd,Shepherd,0
Sheree,Sheree,0
Shereen,Shereen,0
Sherell,Sherell,0
Sherhaan,Sherhaan,0
Sheri,Sheri,0
Sherilee,Sherilee,0
Sherin,Sherin,0
Shermalin,Shermalin,0
Sherrard,Sherrard,0
Sherri,Sherri,0
Sherwin,Sherwin,0
Sherylene,Sherylene,0
Sheryn,Sheryn,0
Sheugnet,Sheugnet,0
Shihaam,Shihaam,0
Shihana,Shihana,0
Shika,Shika,0
Shilla,Shilla,0
Shilombe,Shilombe,0
Shilpa,Shilpa,0
Shimi,Shimi,0
Shimone',Shimone',0
Shinade,Shinade,0
Shingai,Shingai,0
Shinjin,Shinjin,0
Shiraan,Shiraan,0
Shiraz,Shiraz,0
Shiree,Shiree,0
Shireen,Shireen,0
Shirene,Shirene,0
Shirizane,Shirizane,0
Shirlene,Shirlene,0
Shirley,Shirley,0
Shirne,Shirne,0
Shivalian,Shivalian,0
Shiyaam,Shiyaam,0
Shokhoa,Shokhoa,0
Shotarou,Shotarou,0
Shounese,Shounese,0
Shownize,Shownize,0
Shrinivas,Shrinivas,0
Shruti,Shruti,0
Shuab,Shuab,0
Shuaib,Shuaib,0
Shubash,Shubash,0
Shulami,Shulami,0
Shumeez,Shumeez,0
Shun,Shun,0
Sia,Sia,0
Sian,Sian,0
Sibahle,Sibahle,0
Sibeth,Sibeth,0
Sibonelo,Sibonelo,0
Sibongakonke,Sibongakonke,0
Sibongile,Sibongile,0
Sibongimplilo,Sibongimplilo,0
Sibongiseni,Sibongiseni,0
Sibsiso,Sibsiso,0
Sibu,Sibu,0
Sibulele,Sibulele,0
Sibulelo,Sibulelo,0
Sibusiso,Sibusiso,0
Sibuyiselo,Sibuyiselo,0
Sicelo,Sicelo,0
Sid,Sid,0
Siddo,Siddo,0
Sidney,Sidney,0
Siebel,Siebel,0
Sieg,Sieg,0
Siegfried,Siegfried,0
Siehaam,Siehaam,0
Siemon,Siemon,0
Sifikile,Sifikile,0
Sifiso,Sifiso,0
Sifra,Sifra,0
Sifundo,Sifundo,0
Sihle,Sihle,0
Sihlobo,Sihlobo,0
Sikelela,Sikelela,0
Sikhulile,Sikhulile,0
Sikhululwe,Sikhululwe,0
Sikhumbuzo,Sikhumbuzo,0
Sikiru,Sikiru,0
Siko,Siko,0
Silas,Silas,0
Silindile,Silindile,0
Siliziwe,Siliziwe,0
Silke,Silke,0
Silvana,Silvana,0
Silvano,Silvano,0
Silverious,Silverious,0
Silvester,Silvester,0
Silvia,Silvia,0
Silvya,Silvya,0
Sim,Sim,0
Sima,Sima,0
Simanga,Simanga,0
Simao,Simao,0
Simeon,Simeon,0
Simlindile,Simlindile,0
Simmy,Simmy,0
Simon,Simon,0
Simona,Simona,0
Simone,Simone,0
Simooni,Simooni,0
Simosomnotho,Simosomnotho,0
Simphiwe,Simphiwe,0
Simpiwe,Simpiwe,0
Simukayi,Simukayi,0
Sina,Sina,0
Sinah,Sinah,0
Sinaya,Sinaya,0
Sinazo,Sinazo,0
Sindisile,Sindisile,0
Sindisiwe,Sindisiwe,0
Sindiswa,Sindiswa,0
Sine,Sine,0
Sinegugu,Sinegugu,0
Sinenhlanhla,Sinenhlanhla,0
Sinetemba,Sinetemba,0
Sineth,Sineth,0
Sinethemba,Sinethemba,0
Sino,Sino,0
Sinos,Sinos,0
Sinothando,Sinothando,0
Sinovuyo,Sinovuyo,0
Sinqobile,Sinqobile,0
Siobhan,Siobhan,0
Siphamandla,Siphamandla,0
Siphelele,Siphelele,0
Siphephelo,Siphephelo,0
Siphesande Sandile,Siphesande Sandile,0
Siphesihle,Siphesihle,0
Siphiwe,Siphiwe,0
Siphiwo,Siphiwo,0
Sipho,Sipho,0
Siphoesihle,Siphoesihle,0
Siphokazi,Siphokazi,0
Siphosethu,Siphosethu,0
Siphumeze,Siphumeze,0
Sipokazi,Sipokazi,0
Siraaj,Siraaj,0
Sisa,Sisa,0
Sisanda,Sisanda,0
Sishu,Sishu,0
Sisonke,Sisonke,0
Sita,Sita,0
Sithabie,Sithabie,0
Sithandazile,Sithandazile,0
Sithembele,Sithembele,0
Sithembile,Sithembile,0
Sithembiso,Sithembiso,0
Siva,Siva,0
Sive,Sive,0
Sivenathi,Sivenathi,0
Sivile,Sivile,0
Siviwe,Siviwe,0
Sivuyile,Sivuyile,0
Siwaphiwe,Siwaphiwe,0
Siya,Siya,0
Siyabonga,Siyabonga,0
Siyabulela,Siyabulela,0
Siyabulula,Siyabulula,0
Siyamtanda,Siyamtanda,0
Siyamthanda,Siyamthanda,0
Siyamthemba,Siyamthemba,0
Siyanda,Siyanda,0
Siyathemba,Siyathemba,0
Siyo,Siyo,0
Siyolise,Siyolise,0
Siyolo,Siyolo,0
Siza,Siza,0
Sizakele,Sizakele,0
Sizo,Sizo,0
Sizwe,Sizwe,0
Sjenade,Sjenade,0
Skhanyiso,Skhanyiso,0
Skhumbuzo,Skhumbuzo,0
Slee,Slee,0
Slindile,Slindile,0
Slo,Slo,0
Sly,Sly,0
S'manga,S'manga,0
Smangele,Smangele,0
Smith,Smith,0
S'ne,S'ne,0
Snehal,Snehal,0
Snethemba,Snethemba,0
Sofiane,Sofiane,0
Sohail,Sohail,0
Sohorab,Sohorab,0
Sokari,Sokari,0
Sokeleni,Sokeleni,0
Solange,Solange,0
Soletu,Soletu,0
Solly,Solly,0
Solomon,Solomon,0
Soma,Soma,0
Soneil,Soneil,0
Sonetta,Sonetta,0
Songezo,Songezo,0
Songi,Songi,0
Sonia,Sonia,0
Sonja,Sonja,0
Sonnet,Sonnet,0
Sonnyboy,Sonnyboy,0
Sonwabile,Sonwabile,0
Sonwabise,Sonwabise,0
Sonwabo,Sonwabo,0
Sonya,Sonya,0
Sooriah,Sooriah,0
Sophia,Sophia,0
Sophie,Sophie,0
Sophy,Sophy,0
Sorab,Sorab,0
Soraya,Soraya,0
Sotero,Sotero,0
SP 2010,SP 2010,1
Spare,Spare,0
Spencer,Spencer,0
Sphamandla,Sphamandla,0
Sphindile,Sphindile,0
Spiros,Spiros,0
Spyro,Spyro,0
Sreedhar,Sreedhar,0
Sreejesh,Sreejesh,0
Sri,Sri,0
Srini,Srini,0
Srinivas,Srinivas,0
Stacey,Stacey,0
Stacey-Lee,Stacey-Lee,0
Stacy,Stacy,0
Stan,Stan,0
Stanley,Stanley,0
Stanslous,Stanslous,0
Stanton,Stanton,0
Stark,Stark,0
Stefan,Stefan,0
Stefania,Stefania,0
Stefanie,Stefanie,0
Stefano,Stefano,0
Steffen,Steffen,0
Stelio,Stelio,0
Stella,Stella,0
Stephan,Stephan,0
Stephani,Stephani,0
Stephania,Stephania,0
Stephanie,Stephanie,0
Stephanus,Stephanus,0
Stephen,Stephen,0
Stephina,Stephina,0
Stephnie,Stephnie,0
Stev,Stev,0
Steve,Steve,0
Steven,Steven,0
Steven Mark,Steven Mark,0
Stewart,Stewart,0
Sthembile,Sthembile,0
Sthembiso,Sthembiso,0
Stiaan,Stiaan,0
Stock,Stock,0
Storm,Storm,0
Strauss,Strauss,0
Street,Street,0
Strini,Strini,0
Stu,Stu,0
Stuart,Stuart,0
Suale,Suale,0
Suanette,Suanette,0
Subashin,Subashin,0
Subashini,Subashini,0
Subhasis,Subhasis,0
Success,Success,0
Suchith,Suchith,0
Sudesan,Sudesan,0
Sudesh,Sudesh,0
Sudhakar,Sudhakar,0
Sudhir,Sudhir,0
Sudipto,Sudipto,0
Sudley,Sudley,0
Sue,Sue,0
Sue-Ann,Sue-Ann,0
Suerika,Suerika,0
Sugeshan,Sugeshan,0
Suhana,Suhana,0
Suhani,Suhani,0
Suhayl,Suhayl,0
Suignette,Suignette,0
Sujen,Sujen,0
Sulaiman,Sulaiman,0
Suleiman,Suleiman,0
Sulemane,Sulemane,0
Sulet,Sulet,0
Sumair,Sumair,0
Suman,Suman,0
Sumaya,Sumaya,0
Sumayya,Sumayya,0
Sumeshnee,Sumeshnee,0
Sunandi,Sunandi,0
Sunday,Sunday,0
Sundeep,Sundeep,0
Suneetha,Suneetha,0
Sungeetha,Sungeetha,0
Sunita,Sunita,0
Sunitha,Sunitha,0
Sunny,Sunny,0
Suprise,Suprise,0
Surajj,Surajj,0
Suranie,Suranie,0
Suraya,Suraya,0
Sureka,Sureka,0
Surekha,Surekha,0
Suren,Suren,0
Surendhar,Surendhar,0
Surika,Surika,0
Surina,Surina,0
Suroya,Suroya,0
Susan,Susan,0
Susarah,Susarah,0
Sushi,Sushi,0
Sushila,Sushila,0
Suvania ,Suvania ,0
Suvi,Suvi,0
Suzaan,Suzaan,0
Suzan,Suzan,0
Suzanne,Suzanne,0
Suzanne Ruth,Suzanne Ruth,0
Suzette,Suzette,0
Sven,Sven,0
SW,SW,0
Swapnil,Swapnil,0
Swatantra,Swatantra,0
Swati,Swati,0
Sweetness,Sweetness,0
Sweta,Sweta,0
Swiga,Swiga,0
Syanda,Syanda,0
Sybrand,Sybrand,0
Sydney,Sydney,0
Sydwell,Sydwell,0
Syed,Syed,0
Sylvester,Sylvester,0
Sylvestor,Sylvestor,0
Sylvia,Sylvia,0
Symone,Symone,0
Sysan,Sysan,0
T,T,0
Taahifrah,Taahifrah,0
Tevin,Tevin,0
Thaabiet,Thaabiet,0
Thaabit,Thaabit,0
Thabang,Thabang,0
Thabani,Thabani,0
Thabelo,Thabelo,0
Thabi,Thabi,0
Thabile,Thabile,0
Thabisa,Thabisa,0
Thabisile,Thabisile,0
Thabiso,Thabiso,0
Thabitha,Thabitha,0
Thabo,Thabo,0
Thabsile,Thabsile,0
Thadeus,Thadeus,0
Thahira,Thahira,0
Thaine,Thaine,0
Thamara,Thamara,0
Thamarai,Thamarai,0
Thami,Thami,0
Thamsanqa,Thamsanqa,0
Thandazile,Thandazile,0
Thandazo,Thandazo,0
Thandeka,Thandeka,0
Thandekile,Thandekile,0
Thandi,Thandi,0
Thandikile,Thandikile,0
Thandile,Thandile,0
Thandisile,Thandisile,0
Thandiwe,Thandiwe,0
Thando,Thando,0
Thandokazi,Thandokazi,0
Thandolwenkosi,Thandolwenkosi,0
Thandolwethu,Thandolwethu,0
Thandu,Thandu,0
Thanduxolo,Thanduxolo,0
Thania,Thania,0
Thanielle,Thanielle,0
Thanusha,Thanusha,0
Thanyani,Thanyani,0
Thapelo,Thapelo,0
Thareshen,Thareshen,0
Tharushan,Tharushan,0
Thaseelan,Thaseelan,0
Thashen,Thashen,0
Thaslik,Thaslik,0
Thasveer,Thasveer,0
Thatayaone,Thatayaone,0
Thatayothe,Thatayothe,0
Thati,Thati,0
Thato,Thato,0
Thatoyame,Thatoyame,0
Thaven,Thaven,0
The Focal,The Focal,1
The Forum,The Forum,1
Theagan,Theagan,0
Thebeyagae,Thebeyagae,0
Thekiso,Thekiso,0
Thelma,Thelma,0
Thelmah,Thelmah,0
Themba,Themba,0
Thembakazi,Thembakazi,0
Thembalethu,Thembalethu,0
Thembeka,Thembeka,0
Thembelani,Thembelani,0
Thembi,Thembi,0
Thembinkosi,Thembinkosi,0
Thembisa,Thembisa,0
Thembisile,Thembisile,0
Thendo,Thendo,0
Thenjiwe,Thenjiwe,0
Theo,Theo,0
Theodora,Theodora,0
Theodorah,Theodorah,0
Theodore,Theodore,0
Theodore Holden,Theodore Holden,0
Theolan,Theolan,0
Theolin,Theolin,0
Theon,Theon,0
Theophilus,Theophilus,0
Theresa,Theresa,0
Therina,Therina,0
Thero,Thero,0
Theto,Theto,0
Theunis,Theunis,0
Theuns,Theuns,0
Thewie,Thewie,0
Thibeletsa,Thibeletsa,0
Thierry,Thierry,0
Thikho,Thikho,0
Thina,Thina,0
Thinasonke,Thinasonke,0
Think,Think,0
Thinus,Thinus,0
Thirusha,Thirusha,0
Zama,Zama,0
Zama Sisa,Zama Sisa,0
Zamatshali,Zamatshali,0
Zameka,Zameka,0
Zamo,Zamo,0
Zamokuhle,Zamokuhle,0
Zanab,Zanab,0
Zandalee,Zandalee,0
Zander,Zander,0
Zandile,Zandile,0
Zandisiwe,Zandisiwe,0
Zandiswa,Zandiswa,0
Zandre,Zandre,0
Zane,Zane,0
Zanele,Zanele,0
Zanett,Zanett,0
Zani,Zani,0
Zanthea,Zanthea,0
Zara,Zara,0
Zarreen,Zarreen,0
Zayd,Zayd,0
Zayed,Zayed,0
Zayne,Zayne,0
Zaza,Zaza,0
Zea,Zea,0
Zee,Zee,0
Zeelia,Zeelia,0
Zeenittonesa,Zeenittonesa,0
Zelda,Zelda,0
Zellah Fuphe,Zellah Fuphe,0
Zelmah,Zelmah,0
Zenda,Zenda,0
Zenobia,Zenobia,0
Zenzi,Zenzi,0
Zephania,Zephania,0
Zerahn,Zerahn,0
Zeyaad,Zeyaad,0
Zeyad,Zeyad,0
Zeyn,Zeyn,0
Zeynep,Zeynep,0
facilities,facilities,1
Auto,Auto,1
AutoAccepter,AutoAccepter,1
Automate,Automate,1
BI,BI,1
Bid Office,Bid Office,1
BidOffice,BidOffice,1
BISvc,BISvc,1
Black Pearl,Black Pearl,1
Blackberry,Blackberry,1
CommissionsDept,CommissionsDept,1
Comms,Comms,1
Communications,Communications,1
COMMVAULT,COMMVAULT,1
ComplainsBox,ComplainsBox,1
CompuBrand Helpdesk,CompuBrand Helpdesk,1
CompuBrand Information,CompuBrand Information,1
CompuBrand Management,CompuBrand Management,1
CompuBrand Update Requests,CompuBrand Update Requests,1
Compute,Compute,1
Desktop.Support,Desktop.Support,1
Development,Development,1
Dex,Dex,1
DIC,DIC,1
Digital,Digital,1
Diodora,Diodora,1
Directors,Directors,1
Dispatch,Dispatch,1
disselboom,disselboom,1
Divine,Divine,1
DNS,DNS,1
DSAV,DSAV,1
DSAV1,DSAV1,1
E3User1,E3User1,1
E3User2,E3User2,1
E3User3,E3User3,1
Global,Global,1
Global Access,Global Access,1
group_user,group_user,1
GroupIS,GroupIS,1
GroupIT,GroupIT,1
gsoa.auth.services,gsoa.auth.services,1
GT,GT,1
Guardian,Guardian,1
Guest,Guest,1
Helpdesk,Helpdesk,1
Hotel,Hotel,1
hp,hp,1
HR,HR,1
MDD,MDD,1
MDG,MDG,1
MDT,MDT,1
MEA,MEA,1
MEA.ZA,MEA.ZA,1
Mimecast,Mimecast,1
MimeCast_01,MimeCast_01,1
Polycom,Polycom,1
ProductTraining,ProductTraining,1
Professional Services,Professional Services,1
Project Management,Project Management,1
Projector,Projector,1
Room,Room,1
Room.Googly,Room.Googly,1
Room.SkypeRooms,Room.SkypeRooms,1
Scans,Scans,1
Scarborough,Scarborough,1
SCCM Test,SCCM Test,1
sccmsvc,sccmsvc,1
SCOM,SCOM,1
Server,Server,1
Service,Service,1
Service Management,Service Management,1
SP,SP,1
SP 2010,SP 2010,1
Test,Test,1
Test M,Test M,1
Test.Restore,Test.Restore,1
Test_Room,Test_Room,1
Test01,Test01,1
test02,test02,1
Test03,Test03,1
Visitors,Visitors,1
Voice,Voice,1
Voice Mail for,Voice Mail for,1
Voicemail,Voicemail,1
ZA Bloem,ZA Bloem,1
ZA CPT,ZA CPT,1
ZA DBN,ZA DBN,1
ZA EL,ZA EL,1
ZA IS DBN,ZA IS DBN,1
ZA JHB,ZA JHB,1
ZA PE,ZA PE,1
Zambezi1,Zambezi1,1
ZASAPBWDev,ZASAPBWDev,1
ZASapBWQa,ZASapBWQa,1
ZASapBWSvc,ZASapBWSvc,1
ZASapErpSvc,ZASapErpSvc,1
ZASapHRDev,ZASapHRDev,1
ZASapHRQa,ZASapHRQa,1
ZASapHRSvc,ZASapHRSvc,1
zaspisclu,zaspisclu,1
ZASQLCL1Svc,ZASQLCL1Svc,1
ZAtms,ZAtms,1
Ziegler,Ziegler,1
Zone,Zone,1
zonesservice,zonesservice,1
zpsadm,zpsadm,1
ZQ1ADM,ZQ1ADM,1
Zurich,Zurich,1
ZXDADM,ZXDADM,1
zxpadm,zxpadm,1
ZXQADM,ZXQADM,1
